mr_id,mr_title,author,repo,total_changed_lines,added_lines,deleted_lines,changed_files_count,max_file_changed_lines,code_files_count,test_files_count,has_only_test_change,has_only_doc_change,code_lines_ratio,modified_methods_count,max_method_complexity,max_method_lines,max_nesting_level,has_new_dependency,has_database_migration,has_api_change,has_breaking_change,has_unit_test,unit_test_coverage,test_coverage_change,new_test_count,test_to_code_ratio,ci_build_passed,ci_unit_test_passed,ci_lint_passed,lint_issues_count,security_vulnerabilities,code_smells_count,author_total_mrs,author_mrs_last_30d,author_merge_rate_30d,author_revert_rate_30d,is_first_mr,is_core_contributor,author_days_in_repo,author_avg_mr_size,author_bug_fix_count_30d,commit_count,avg_commit_size,commit_message_quality,repo_importance_score,is_repo_owner,is_maintainer,involves_payment,involves_pii,involves_auth,involves_security,modifies_critical_file,has_todo_or_fixme,can_auto_merge
MR-02901,Feature/Fix #2901,author_15,repo_5,1,3,6,5,5,3,1,0,0,0.5771291859639249,6,5.483947125717107,10,1,0,0,0,1,1,84.75612363136266,-6.780043651488631,1,0.1246541993866948,0,1,1,3,0,7,184,1,0.5079762201841439,0.0216988376349635,0,1,257,16,1,2,37,8.620638479889925,5.466985145983992,0,1,0,0,0,0,0,1,0
MR-02902,Feature/Fix #2902,author_11,repo_4,18,4,2,3,5,1,1,0,0,0.7809520110502197,2,5.409396267807409,10,2,0,0,0,0,1,37.3439885961334,0.6075172270609976,4,0.2834801408909229,1,1,1,2,0,4,66,5,0.5511282494518663,0.1909947804635649,0,0,659,211,0,3,76,8.957495675014538,6.240727754234088,0,0,0,0,0,0,0,0,1
MR-02903,Feature/Fix #2903,author_22,repo_7,6,2,3,5,69,1,3,0,1,0.503355857268091,1,3.812804935146006,26,4,0,0,0,0,1,62.87028528214038,6.676374285356961,2,0.3204222762553051,1,1,1,5,0,2,6,3,0.5550109277620844,0.0550996411214838,0,1,51,70,2,1,11,6.118301225040235,7.351077381061851,0,0,0,0,0,0,0,0,1
MR-02904,Feature/Fix #2904,author_13,repo_7,32,5,1,1,49,3,3,0,0,0.7542544363844824,3,8.693737192900002,22,2,0,0,0,0,1,76.82310043314114,0.8119928052074099,0,0.2717397144244686,1,1,1,1,1,4,68,5,0.6034557038528645,0.0040809823552439,0,0,1390,147,1,3,47,7.947649814293092,4.431285935117511,0,0,0,0,0,0,0,0,0
MR-02905,Feature/Fix #2905,author_1,repo_9,99,31,2,3,38,1,1,0,0,0.6090165453076803,2,6.585681015471435,75,4,0,0,0,0,1,58.37169739034911,-13.559293357561833,2,0.4519754974964334,1,1,1,4,0,1,2,6,0.6169755485075559,0.1225993459994784,0,0,3,323,2,4,18,8.51400480441126,7.713247007019459,0,0,0,0,0,0,0,0,0
MR-02906,Feature/Fix #2906,author_17,repo_9,19,41,14,5,5,4,1,0,0,0.687860708541874,0,10.022985990114918,16,4,0,0,0,0,1,51.68606056723208,5.636805928314554,3,0.1082176552476271,1,1,0,1,1,1,14,5,0.9114972206555508,0.0231732477339316,0,1,74,590,2,2,59,6.592284006717511,6.722549086096617,0,1,0,0,1,0,0,0,0
MR-02907,Feature/Fix #2907,author_6,repo_5,74,15,9,2,9,2,0,0,0,0.6731242054684436,6,4.930815556115089,21,1,0,0,0,0,1,72.07213046209692,-8.182569709386856,3,0.2874691752543238,0,1,0,2,0,5,55,4,0.8342741486127151,0.0446636152277771,0,0,4,27,4,1,70,6.901775789671028,8.319661960716347,0,0,0,0,0,0,0,0,0
MR-02908,Feature/Fix #2908,author_4,repo_8,1,17,30,2,58,1,1,0,0,0.812519147944524,4,5.3856430390062044,74,3,0,0,0,1,1,69.1088660998868,-3.986113378592378,0,0.5943933789229348,1,1,1,2,0,3,165,6,0.6213757194000126,0.0017325695271237,0,0,857,47,1,3,10,7.4762028026042575,4.7628709731715295,0,0,0,0,0,0,0,0,0
MR-02909,Feature/Fix #2909,author_20,repo_10,7,0,51,3,5,3,1,0,0,0.721362392125005,1,6.456591114502517,28,5,0,0,0,0,1,53.31303466254297,-2.9828631427631493,2,0.2311278019142162,0,0,1,1,0,3,16,3,0.8716604680340828,0.0150216679293764,1,0,481,47,4,3,10,6.811803450103598,4.8686945705651405,0,0,0,0,0,0,0,0,0
MR-02910,Feature/Fix #2910,author_16,repo_1,1,1,38,4,58,1,0,1,0,0.741552838487428,6,8.590795202159992,32,3,0,0,0,0,1,72.9181514253076,7.492386740035109,4,0.6455918932478641,1,1,1,5,0,1,45,3,0.7813556941633225,0.0670763486017598,0,0,432,75,2,2,60,5.259900687834807,6.5716999367154365,0,0,0,0,0,0,0,1,1
MR-02911,Feature/Fix #2911,author_15,repo_9,15,7,18,4,30,1,2,0,1,0.590021291749306,3,10.589608203129815,10,3,0,0,0,0,0,63.418995416555845,10.67049570153714,0,0.3216682343639331,1,1,0,2,1,4,388,6,0.8428844028676823,0.0606238369550882,0,0,71,10,3,4,63,7.513926096214672,7.216937522930625,0,0,0,0,0,0,1,0,1
MR-02912,Feature/Fix #2912,author_15,repo_8,95,19,2,7,47,1,2,0,1,0.6602327647553308,3,12.465593043335105,10,5,0,0,0,0,1,73.14884482729494,-8.57365647763498,1,0.5253880155290154,1,1,0,2,0,2,13,4,0.7825039198463156,0.0073176226030249,0,0,382,54,5,5,20,4.533813785956041,5.045166497102064,0,0,0,0,0,0,0,0,1
MR-02913,Feature/Fix #2913,author_6,repo_6,4,33,30,1,36,0,0,0,1,0.7931937819596653,2,2.644107893718698,54,4,0,0,0,0,1,79.88258502182212,3.127102401612184,4,0.1562951089182013,0,1,1,6,0,3,11,3,0.7940053909503877,0.0972702070437966,0,0,121,10,0,3,13,7.046595632728417,5.46231596471071,0,0,0,0,0,0,0,0,1
MR-02914,Feature/Fix #2914,author_15,repo_3,37,23,11,1,18,4,2,0,1,0.2959829119988722,3,10.348758778522477,11,2,0,0,0,1,0,63.68577572560822,3.43253283232322,1,0.4696134720885745,1,1,0,3,1,1,35,4,0.4986890073661292,0.0663088910814904,0,0,34,428,2,4,14,4.76830947271663,6.508571362589143,0,1,0,0,0,0,0,1,1
MR-02915,Feature/Fix #2915,author_14,repo_3,24,12,2,3,12,0,1,0,0,0.5185310275621161,1,3.65482565201516,24,2,0,0,0,0,1,53.88790531509476,8.429418990904583,3,0.5043973142421437,1,1,1,5,0,4,81,6,0.6337344752249705,0.073148707781582,0,0,113,52,2,3,19,7.48497773631385,6.8259576626055205,1,0,0,0,0,0,0,0,1
MR-02916,Feature/Fix #2916,author_11,repo_8,111,3,46,4,39,2,2,1,1,0.7050635916308244,1,13.43107825279471,65,4,0,0,0,0,1,60.19844549586652,-4.8105479726711655,4,0.2400606853922298,1,1,1,4,1,1,3,5,0.7950158008003843,0.0147458837237115,0,0,474,106,2,2,130,5.205648815895408,6.993799441982668,0,0,1,0,0,0,0,1,1
MR-02917,Feature/Fix #2917,author_7,repo_5,5,37,10,7,57,6,0,0,0,0.5044506784723526,6,2.5724632558834277,18,1,0,0,0,0,1,56.40797944987976,-4.789409495805989,0,0.0659636381617109,0,1,1,1,0,2,250,3,0.7308338878431577,0.0237365164703444,0,1,8,27,2,3,94,7.877212323488532,6.437537247618215,0,0,0,0,1,1,0,0,0
MR-02918,Feature/Fix #2918,author_9,repo_10,9,11,6,8,5,2,1,1,0,0.7765907287413873,2,5.186457522334473,93,2,0,0,0,0,1,48.52821809343772,15.231249922866082,4,0.3636016606497642,1,1,0,1,1,2,10,5,0.7064212537094179,0.1089622165199933,0,0,72,85,3,4,40,9.53205505019981,7.489649495346725,0,0,0,0,0,1,0,0,1
MR-02919,Feature/Fix #2919,author_16,repo_11,1,33,51,3,16,1,1,0,0,0.8219305778579338,7,14.636930208371894,39,5,0,0,0,0,1,61.70525139244683,5.001516173571829,4,0.2176309164969979,1,1,1,9,1,3,227,2,0.9284121821389084,0.0800010500498825,0,0,454,38,2,2,33,7.921438711926635,4.62124728989763,1,1,0,0,0,0,0,0,0
MR-02920,Feature/Fix #2920,author_5,repo_7,22,17,58,2,15,2,0,0,0,0.4306297775381235,6,4.7284552731392,10,4,0,0,0,1,1,46.82772253523875,4.377669995268458,3,0.3069341735874009,1,1,1,3,0,4,3,3,0.6929406302067013,0.0284756983332719,0,0,66,210,3,3,11,5.485894166601969,6.153175683168325,0,1,0,0,0,0,0,0,1
MR-02921,Feature/Fix #2921,author_20,repo_5,13,33,10,4,28,3,0,0,0,0.6308691592511333,9,10.502054436801284,10,1,0,0,1,0,1,83.20085155105859,0.2238164599444501,0,0.747848728377518,1,1,1,5,0,6,37,3,0.7231687798207354,0.0277525907687983,0,0,7,12,2,3,199,6.132174646788757,6.997138416286522,0,0,0,0,0,0,0,0,0
MR-02922,Feature/Fix #2922,author_10,repo_8,81,59,10,5,5,5,0,0,0,0.5377258120172737,2,10.18342718941241,58,2,0,0,0,0,0,85.86555648305419,9.038344004988051,4,0.131060756840038,1,1,1,5,1,3,16,2,0.9257365013424684,0.0817951396244192,0,0,90,10,1,3,25,8.167193423346124,8.056169740428444,0,0,0,0,0,0,1,0,0
MR-02923,Feature/Fix #2923,author_18,repo_10,37,63,21,3,94,0,1,0,0,0.6100425299489691,8,4.848811843438284,150,1,0,0,1,0,0,49.46456953922062,10.529748511702582,2,0.3580629722382645,1,1,1,3,1,3,12,3,0.4725910828368949,0.0946504584480834,0,0,33,102,4,5,10,6.46870790914725,7.368202481670716,0,0,0,0,0,0,0,0,0
MR-02924,Feature/Fix #2924,author_3,repo_10,38,19,33,3,27,2,5,0,0,0.756945012469919,5,6.669043995040969,10,3,0,0,1,0,1,54.180487712857136,-4.99657871817645,2,0.5037672039113301,1,1,1,5,0,6,7,6,0.7678031211289261,0.0160484099143441,0,0,57,576,1,3,15,5.018851677297465,5.894817191722319,0,0,0,0,0,0,0,0,0
MR-02925,Feature/Fix #2925,author_13,repo_4,30,17,1,2,90,3,1,0,0,0.6148519921854433,1,3.0743689821453293,28,5,0,0,0,0,0,87.35931371655658,-1.5770624398517752,4,0.3590205637708554,0,1,0,4,1,2,26,4,0.8096674801586909,0.0615672117411132,0,1,64,35,2,7,14,4.53340999587069,5.642251158322687,0,0,0,0,0,0,0,0,0
MR-02926,Feature/Fix #2926,author_11,repo_2,3,7,22,6,59,0,1,0,1,0.7114129722878724,5,3.760829922141552,19,2,0,0,0,0,1,78.84675870517361,7.646726074016,3,0.3359195271103841,1,1,0,2,0,3,3,7,0.7959308224726672,0.0552763495910412,0,1,5,189,2,1,10,7.258132969447434,4.787922689172568,0,1,0,0,0,0,0,0,1
MR-02927,Feature/Fix #2927,author_17,repo_3,23,68,76,2,7,2,0,0,0,0.8302879847716335,3,5.529260448606344,15,1,0,0,1,0,1,56.53128061003535,-3.213610332004768,2,0.4190233003342195,1,1,1,6,0,5,50,4,0.9477395542826156,0.1107838927283799,0,0,229,86,0,6,16,8.170550062948559,7.047010036271013,0,0,0,0,0,0,0,0,0
MR-02928,Feature/Fix #2928,author_22,repo_8,304,15,7,4,5,8,1,0,0,0.5813974436765703,7,11.370706313159284,46,5,1,0,0,0,1,66.34166319152166,1.9885995426960137,0,0.2656630897479948,1,1,1,2,0,2,28,4,0.7735426823389798,0.0901258049018855,0,0,17,176,1,2,55,6.533002697905035,3.625339748969112,0,1,0,0,0,0,0,0,0
MR-02929,Feature/Fix #2929,author_13,repo_11,72,3,59,2,69,0,2,0,0,0.8499874277378893,4,8.120721699457597,10,2,0,0,1,0,1,62.22753847235675,5.295573417714067,2,0.3238347708177338,1,1,1,5,1,2,2,4,0.916463156483462,0.0103281876800439,1,0,1491,166,3,2,14,4.534049839353878,6.704703825250151,0,0,0,0,0,0,0,0,0
MR-02930,Feature/Fix #2930,author_6,repo_7,89,14,74,5,26,4,0,0,0,0.610855518908477,3,7.557719256988029,40,2,0,0,0,0,1,61.6273088590101,3.7537662843554087,2,0.2002987474997421,1,1,1,7,1,0,30,3,0.8428029123600697,0.0393669819372064,0,1,276,578,1,2,26,6.098260874260614,6.1880855118002245,0,0,0,0,0,0,0,1,0
MR-02931,Feature/Fix #2931,author_17,repo_2,69,3,7,8,5,0,0,0,0,0.7470973491461281,2,12.40726703616702,10,3,0,0,0,0,0,19.79139693381448,-2.6023574358655246,0,0.4289709262323803,1,1,1,4,0,0,21,2,0.5504157639229256,0.03930201457567,0,0,113,45,2,2,11,7.880508689057301,6.20355212404823,0,0,0,0,0,0,1,0,0
MR-02932,Feature/Fix #2932,author_13,repo_6,4,17,35,3,95,5,1,0,0,0.545739202741025,9,9.434003270218769,17,5,0,0,0,0,0,79.68976750385407,0.973600639612656,2,0.3774424140847555,1,1,1,6,0,2,7,2,0.6019614573072556,0.1222665524610813,1,0,77,30,3,1,22,5.997625420174867,7.509897887807998,0,0,0,0,0,0,0,0,1
MR-02933,Feature/Fix #2933,author_19,repo_9,10,20,6,1,22,3,2,0,0,0.6528251917522974,9,14.114237864067356,16,1,0,0,0,1,1,80.9180579502372,0.7898064991126574,2,0.4670548000896678,1,1,1,2,1,3,40,2,0.6864159001119061,0.0014661690965368,0,0,2000,10,3,4,34,7.104478929651458,3.941742838532308,0,0,0,0,0,0,0,0,0
MR-02934,Feature/Fix #2934,author_21,repo_4,1,10,33,3,12,2,0,0,0,0.9050488065726772,10,6.3033466109239225,13,2,0,0,1,0,1,48.14164253001783,-5.119279489891185,3,0.4077501679364835,1,1,1,6,1,4,32,4,0.7599709538091883,0.0778384184296085,0,0,2000,143,1,1,56,7.2640794018405614,6.218610902079587,0,0,0,0,0,0,0,0,0
MR-02935,Feature/Fix #2935,author_19,repo_9,14,1,39,5,25,1,2,0,0,0.8036881291951934,10,4.289394076672049,106,3,0,0,0,0,1,80.59025796209855,-9.500133093181718,1,0.6338395398775882,1,1,1,4,0,1,112,5,0.8504979987519684,0.001413518048612,0,0,532,13,0,6,73,6.947959564882147,8.87548816801363,0,0,0,0,0,0,0,0,1
MR-02936,Feature/Fix #2936,author_10,repo_2,4,71,7,3,60,1,0,0,0,0.6666066511131798,1,6.026283868449898,36,2,0,0,0,0,0,51.50140532210356,2.7872071264860256,1,0.0846788416659951,1,1,1,2,0,2,461,4,0.5192870956538856,0.004564595350846,0,0,82,16,2,4,38,5.702837723129078,6.64863068768255,1,0,0,0,0,0,0,0,1
MR-02937,Feature/Fix #2937,author_3,repo_2,25,37,31,2,5,1,2,0,1,0.6781113537878566,7,6.025963424696913,17,5,0,0,0,0,1,61.48036102817955,8.848006553392272,0,0.1981496785057009,1,1,1,4,0,2,17,4,0.8932979492188722,0.0678422479947774,1,1,1461,24,1,5,100,5.682169019572656,4.08099936320579,0,0,0,0,0,0,0,0,1
MR-02938,Feature/Fix #2938,author_14,repo_9,45,45,41,1,15,0,1,0,0,0.5821258778451881,10,9.406920389294257,10,3,0,0,0,0,0,73.48956142649438,-9.61241825521792,2,0.5587933688092783,1,1,1,3,0,4,86,8,0.6789500131901123,0.0606382835517834,1,0,438,68,2,2,126,5.477187664112318,6.9396358026610905,0,0,0,0,0,0,0,1,0
MR-02939,Feature/Fix #2939,author_19,repo_7,83,11,11,1,13,1,4,0,0,0.5312619204046432,7,4.862963823562477,10,7,0,0,1,1,0,54.61699355548704,0.3805620412414288,2,0.1774220688524736,1,0,1,4,0,1,39,5,0.8965291551834582,0.0780434468395543,0,1,348,800,3,2,81,6.983375272396171,3.516246144327837,0,0,0,0,0,0,0,1,0
MR-02940,Feature/Fix #2940,author_5,repo_7,55,35,4,3,64,2,4,0,0,0.499293289336412,6,6.880251799689324,41,3,0,0,0,0,1,46.05716555188943,-3.058955614097634,1,0.1058970838301622,1,0,1,5,0,4,31,3,0.8594950545163266,0.028826278758967,0,0,42,40,2,4,48,6.770828075139836,6.892681811984643,0,0,0,0,0,0,0,0,0
MR-02941,Feature/Fix #2941,author_5,repo_1,111,16,2,4,52,1,0,0,0,0.506997544410639,4,5.882698831526522,10,1,0,0,0,0,1,67.75370338756551,5.432896978031527,0,0.110188355751184,1,1,1,2,0,2,26,5,0.915001771513528,0.0333863957394914,0,0,3,40,2,1,94,7.763617792404807,8.172119796892073,0,0,0,0,0,0,0,0,1
MR-02942,Feature/Fix #2942,author_20,repo_11,2,5,21,3,17,0,0,0,0,0.4920530178389615,1,6.258094823720784,40,4,0,0,0,0,1,38.32676920234999,0.4011632945405151,1,0.4204965300434035,1,1,1,3,0,3,7,2,0.9663614188325734,0.1435569842551218,0,1,88,16,0,3,18,7.8663942476543935,5.651857939274397,1,0,0,0,0,0,0,0,1
MR-02943,Feature/Fix #2943,author_17,repo_6,1,3,95,4,38,2,0,0,0,0.795603636293511,2,3.365379226682578,109,4,0,0,0,0,1,59.9902642929458,-0.3619912414421409,1,0.3668942064924438,1,1,1,3,1,3,95,3,0.8255701247557652,0.0044292173768578,0,0,346,113,0,7,32,8.313066689104355,6.566233918063039,0,0,0,0,0,0,0,0,0
MR-02944,Feature/Fix #2944,author_21,repo_7,43,10,43,2,17,1,1,0,0,0.6243084481237156,1,7.19011228254797,47,6,0,0,0,0,0,29.43191027817903,-2.902987639809795,2,0.2400818336115147,1,1,1,2,0,2,11,4,0.63594698841557,0.0696326207519947,1,0,564,10,2,3,12,7.237446229732699,7.264782783596029,0,0,0,0,0,0,0,0,1
MR-02945,Feature/Fix #2945,author_10,repo_11,13,3,14,3,29,3,0,1,0,0.625287671605091,4,7.8405459018859425,21,6,0,0,0,0,0,44.59232770870764,8.359758624983145,1,0.3184243859060016,1,1,1,3,0,0,66,3,0.7998391821697723,0.2218786800521787,0,1,109,10,2,3,71,7.157376681494188,5.492333042728629,0,0,0,0,0,0,0,1,1
MR-02946,Feature/Fix #2946,author_5,repo_6,11,158,19,5,165,2,1,0,0,0.6512127958646049,4,2.654258475864051,37,3,0,0,0,0,1,68.60626282279827,-0.3891865966636664,0,0.2261454292095928,1,0,1,4,0,2,20,7,0.9538366173742064,0.1044161990311874,0,0,293,160,6,4,46,7.046510414900787,4.149230294387605,0,0,0,0,0,0,0,0,0
MR-02947,Feature/Fix #2947,author_4,repo_6,16,1,8,1,26,0,3,0,1,0.5111766239286086,2,3.6981543814993056,10,5,0,0,0,0,0,45.0010490638232,1.9102153894807263,2,0.2935865337421935,1,1,1,6,1,3,24,0,0.6098081752983147,0.0743736023935251,0,0,8,66,1,1,36,8.43221049432174,7.119290909266581,0,0,0,0,0,0,0,0,1
MR-02948,Feature/Fix #2948,author_6,repo_2,12,14,4,1,156,2,1,0,0,0.6008202184805024,10,2.986925389176371,17,3,0,0,0,0,1,70.58451402289123,3.5711835312341265,0,0.4393301389151257,1,1,0,4,0,2,59,5,0.9694457593940924,0.1387558296428822,0,0,200,55,3,4,89,8.25992268614823,5.645904439362958,1,0,0,0,0,0,0,0,1
MR-02949,Feature/Fix #2949,author_4,repo_6,28,15,16,1,48,2,2,1,0,0.9059497863606826,7,4.372165357882999,26,3,0,0,0,0,1,57.84893199869069,-1.6030509858192863,2,0.0135222075354738,1,1,1,2,2,5,54,5,0.9474511498568964,0.0175975041876077,0,0,15,48,1,4,29,8.302982452135426,4.5827108524831255,0,0,0,0,0,0,0,0,1
MR-02950,Feature/Fix #2950,author_7,repo_4,23,8,15,3,5,1,1,0,0,0.6102156419133606,5,2.985277666193044,14,1,0,0,0,0,0,81.04184117835352,-5.0458132713867405,1,0.2119531457802734,0,1,1,2,0,4,20,2,0.898562197102114,0.0030288764389019,0,0,78,159,3,3,128,4.823971746463746,5.968749133673716,0,0,0,0,0,0,0,0,0
MR-02951,Feature/Fix #2951,author_7,repo_9,28,21,18,4,55,3,0,0,0,0.5357366133830941,5,5.937088091343208,29,3,0,0,0,0,1,53.70944205818422,1.76518341453572,2,0.1825559662488861,1,1,1,0,0,2,500,3,0.7133511433606473,0.0484435736477737,0,0,66,36,7,2,100,7.402395900992355,6.521632705260116,0,0,0,0,0,1,0,0,0
MR-02952,Feature/Fix #2952,author_18,repo_1,44,4,76,7,6,2,2,1,0,0.8673560151384567,4,4.80236509650954,10,1,0,0,0,1,1,66.89935890332268,-3.996046105990047,2,0.2336822968334111,1,1,1,5,1,2,25,1,0.8577616337046152,0.059725346995017,0,1,26,37,3,3,55,7.216413509309316,5.859514285267404,0,0,0,0,0,0,0,0,1
MR-02953,Feature/Fix #2953,author_3,repo_8,19,38,23,2,26,5,2,0,0,0.5474182727470785,4,8.957424318630075,54,3,0,0,0,0,1,50.20320406571397,-1.1609252639972738,1,0.1971381824225441,1,1,1,5,1,1,3,7,0.82941294772041,0.0062481709478241,0,1,208,73,5,4,92,8.36360284554739,5.432463645738944,0,0,0,0,0,0,0,0,1
MR-02954,Feature/Fix #2954,author_1,repo_5,11,10,23,3,33,2,1,0,0,0.6532514824642854,3,11.84937275458332,16,1,0,1,0,0,1,24.80582998104328,-7.141695107028918,1,0.4578200870580024,1,1,1,4,0,2,32,5,0.9036619697472624,0.008752005135284,0,1,11,69,3,5,10,5.1295799764293655,6.954736815567456,0,0,0,0,0,0,0,0,1
MR-02955,Feature/Fix #2955,author_24,repo_1,7,22,3,1,77,3,1,0,0,0.6924909782548695,3,6.868634327803386,10,4,0,0,0,0,1,89.22131934316022,2.50680954118082,3,0.5728179905808506,1,1,1,0,0,1,69,5,0.6760596371969485,0.0036094412209552,0,0,837,17,1,3,10,8.759075367763309,6.252323116885605,0,1,0,0,0,0,0,0,1
MR-02956,Feature/Fix #2956,author_4,repo_4,17,31,141,1,8,1,2,0,0,0.7054315369927516,4,5.519255984228591,23,5,0,0,0,0,0,74.0951988045691,-2.9475139290849497,2,0.3262334835677158,1,1,1,1,1,3,17,6,0.9603813501504388,0.0934242989186664,0,1,272,442,0,1,42,9.214644448743424,4.297692135404904,0,1,0,0,0,0,1,0,1
MR-02957,Feature/Fix #2957,author_6,repo_1,54,54,37,1,73,1,0,0,0,0.8364081165215582,3,7.139363583728406,32,1,0,0,0,0,1,43.101223387576574,6.394251422486381,2,0.0999322347204917,1,1,1,5,1,0,142,8,0.886959800647777,0.0887459902986302,0,0,199,12,1,8,59,7.030128068486068,4.611160255360538,0,0,0,0,0,0,0,0,0
MR-02958,Feature/Fix #2958,author_9,repo_6,56,45,52,4,95,0,0,0,0,0.8409306165644396,3,3.858499502937057,24,7,0,0,0,0,1,79.69800292619053,-7.3747618392462675,3,0.7303169409567978,0,1,1,5,0,1,10,4,0.7951396526530717,0.0125893946566488,0,1,477,18,2,2,11,8.085122863655782,6.180478652860332,0,0,0,0,0,0,0,0,0
MR-02959,Feature/Fix #2959,author_22,repo_2,43,23,13,1,5,3,2,1,0,0.7461931953735359,4,9.782695698372809,10,4,0,0,0,0,1,66.06895758613788,8.278242781729627,3,0.3737103409906296,1,1,1,3,0,2,18,1,0.8224044246516176,0.1129777903654533,0,0,6,175,3,4,52,6.68399569490408,8.03137482004024,0,0,0,0,0,0,0,0,1
MR-02960,Feature/Fix #2960,author_14,repo_5,10,12,17,4,75,2,2,0,0,0.6280310010042537,2,7.023205886354449,14,3,0,1,0,0,1,59.284291745230114,2.860267952695214,2,0.2795694917602704,1,1,0,2,0,0,109,2,0.7171317081268219,0.0635497976384111,0,0,376,50,2,4,122,5.972578210290093,5.323870867835675,0,0,0,0,0,0,0,0,0
MR-02961,Feature/Fix #2961,author_12,repo_7,35,17,18,2,10,4,1,0,0,0.4999305527222451,7,2.201779631201676,10,2,0,0,0,0,1,68.19136908832492,1.6462709152369763,3,0.2717824594160782,1,1,1,3,1,2,500,3,0.7655137940414892,0.0194739013267817,0,1,43,31,3,6,27,8.799722638406479,6.853038767956511,0,0,1,1,0,0,0,0,1
MR-02962,Feature/Fix #2962,author_20,repo_2,33,36,5,4,5,3,2,0,0,0.6138510990925256,5,6.611938154047509,56,1,0,0,0,0,1,54.88610936295905,-2.611249990084164,0,0.2455020848402818,1,1,1,2,0,1,153,1,0.8982963896324271,0.0320770405125113,0,0,564,12,3,2,65,5.023650589420881,5.172996464671861,0,0,0,0,0,0,0,0,1
MR-02963,Feature/Fix #2963,author_24,repo_6,26,52,29,2,111,2,3,1,0,0.6145723313023305,3,7.732153707678936,117,2,0,0,0,1,1,42.00696085914066,0.6279083624594572,2,0.3358379668616897,1,1,1,2,0,5,54,4,0.6614240810026866,0.0669588960830474,0,0,75,10,0,3,12,7.43748079532301,8.236764067623923,0,0,0,0,0,1,0,0,1
MR-02964,Feature/Fix #2964,author_4,repo_6,31,2,58,1,17,2,1,0,0,0.5176936921984847,5,3.876902674425727,38,4,0,0,0,0,0,29.94173146839619,0.0682420387422299,1,0.4947359346711512,1,1,0,5,2,5,31,1,0.8316907309214048,0.0285317592924421,1,1,86,28,2,1,10,7.865240650592593,7.175448268339564,1,1,0,0,0,1,0,0,0
MR-02965,Feature/Fix #2965,author_21,repo_5,27,12,4,3,34,4,3,0,0,0.4779756275347334,7,5.71276852247099,91,1,0,0,0,0,1,53.74627078085985,-11.618856655529942,1,0.3069217303967346,1,1,1,3,0,1,97,3,0.7646673450137529,0.0993365037140227,0,0,55,139,2,5,13,7.359956308881099,5.1719669856145405,0,0,0,0,0,0,0,0,1
MR-02966,Feature/Fix #2966,author_24,repo_5,33,37,2,2,28,2,2,0,0,0.7499667017564768,7,4.933088443959165,58,3,0,0,0,0,0,72.44061729729845,9.564533692899222,2,0.2336685653101937,1,1,1,3,0,3,14,1,0.6279622441215803,0.0171513599053343,0,1,39,101,0,1,10,7.737805832659406,5.057770915480438,0,0,0,0,0,0,0,1,1
MR-02967,Feature/Fix #2967,author_12,repo_3,50,14,33,4,8,1,2,0,0,0.6314028439469213,4,6.519049204814042,10,3,0,0,0,0,0,82.04936905063977,-2.6282570349842462,1,0.1472796643601597,0,1,1,3,1,4,4,3,0.9702028803351078,0.0440943246269311,0,0,73,10,0,2,21,7.923128130060023,6.125625177101323,0,0,0,0,0,0,0,0,0
MR-02968,Feature/Fix #2968,author_10,repo_10,4,10,7,5,38,6,0,0,1,0.4558577778682894,4,6.407470226587753,62,3,0,0,0,0,0,91.6686402273302,9.726942050146038,2,0.447929533542834,1,1,0,2,2,1,32,6,0.9010576360266418,0.025719465671093,0,0,612,105,2,5,143,5.7429524070313525,7.593224934678172,0,0,0,1,0,0,1,0,1
MR-02969,Feature/Fix #2969,author_22,repo_10,55,13,24,3,5,3,1,0,0,0.3673745775177975,1,10.897295182556151,43,3,1,0,0,0,0,34.83326047001493,3.845165509397425,2,0.2404543776442277,0,1,0,4,1,2,22,5,0.6881721914981757,0.0653025779732761,0,0,195,53,0,4,10,7.056565025853848,4.347018313440048,0,0,0,0,0,0,0,1,0
MR-02970,Feature/Fix #2970,author_7,repo_11,5,23,29,1,7,1,1,0,0,0.6526756075240079,3,10.98200056158046,10,1,0,0,1,0,1,44.69924907588839,-0.1913740461393118,5,0.3035432059796081,1,1,1,3,1,2,160,7,0.841379867934291,0.0668979768199738,0,0,163,53,2,5,43,8.692527528526167,5.070079245822193,0,0,0,0,0,0,0,0,0
MR-02971,Feature/Fix #2971,author_3,repo_2,2,213,9,5,101,3,3,0,0,0.804735468322872,5,4.907071549158145,13,2,0,0,0,0,1,64.22635527763038,-6.809781024509629,1,0.5253159395017699,0,1,0,4,1,4,3,5,0.5378951643810049,0.0951458306889897,0,1,227,10,1,6,25,9.344710613241965,4.302262659139995,0,0,0,0,0,0,0,0,0
MR-02972,Feature/Fix #2972,author_23,repo_7,149,16,42,7,107,2,0,0,0,0.6042340743124394,0,9.00155532859978,50,1,0,0,0,0,1,62.0759331828067,2.938386242864007,2,0.0174189919787289,1,0,1,3,0,4,1,7,0.8123052479098014,0.007510462213556,0,0,153,675,3,4,64,7.36532520382775,6.783409223755278,0,0,0,0,0,0,0,0,0
